"_id","comment_num","content","crawl_time","created_at","image_url","like_num","origin_weibo","repost_num","user_id","video_url","weibo_url"
"IopyFzr9w","0","澳洲的大火带走了无数动物的生命，[心]小女孩在撤离城镇的时候，[赞]从家附近的树林里救出了一只树袋熊🐨。","1609906452","2020-01-07 19:31:34    ","http://wx4.sinaimg.cn/wap180/c1711c3bly1gao85hrks6j20ku0og78x.jpg","0",,"0","3245415483",,"https://weibo.com/3245415483/IopyFzr9w"
"IozmFec6C","1954","【一场大火烧出真实的澳大利亚】 澳大利亚最近可以说非常火，火的不仅是因为一场持续四个多月的大火，还包括面对大火澳大利亚政府的态度！ 大火持续了4个多月，过火面积达到令人的600万公顷，相当于半个韩国，其严重程度远超前不久巴西雨林大火。 然而面对这场大火，澳大利亚政府表现令人不可思议，完全没有救火的紧迫感，对国际上批评的声音视而不见，更不可思议的是澳总理竟然还有心情去夏威夷度假！ 一场大火也烧出了作为发达国家澳洲的真实能力，组织能力不是一般的差，山火面积这么大，竟然只组织了2000名消防员，堂堂发达国家竟然没有一架灭火飞机。 从目前情况来看，灭火的希望只能靠上帝了，希望当地能早日下雨，只是可怜了受灾的动植物，至于那里的人就算了。#澳大利亚#","1609906453","2020-01-08 20:29:27    ","http://wx1.sinaimg.cn/wap180/00696XNxgy1gapf1eyuj3j30qy0jewkj.jpg","11842",,"319","5631443851",,"https://weibo.com/5631443851/IozmFec6C"
"Ip8QP05TS","8","意外无处不在[惊恐]杭州站，一乘客光顾看手机，一脚踩空，高铁同时进站，救都没法救，生不如死啊！你在走路时🚶♂️千万不要看手机，玩手机！ 杭州 潘美丽5631935388的微博视频","1609906455","2020-01-12 14:49:52    ",,"6",,"0","5631935388","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459922234998805&fromWap=1"" ]","https://weibo.com/5631935388/Ip8QP05TS"
"Ip8M16JxL","1","杭州站一名男士走路时玩手机不小心踩空，高铁同时进站，一时没救没法救啦！生不如死啊！希望各位多点防备，多点留意走路，🚶 千万不要玩手机，珍惜眼前的自己。意外无处不在，手机📱 会要了你的命，珍惜生命吧！ 数字资产ATT的微博视频","1609906455","2020-01-12 14:38:02    ",,"0",,"0","6017768742","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459919227682825&fromWap=1"" ]","https://weibo.com/6017768742/Ip8M16JxL"
"Ip8XldyDf","270","#汽车资讯# 郑州林肯4S店在试驾过程中发生事故，1死4伤……[衰][衰][衰] 萝卜报告的微博视频","1609906458","2020-01-12 15:05:57    ",,"405",,"64","5253090679","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459926257336383&fromWap=1"" ]","https://weibo.com/5253090679/Ip8XldyDf"
"Ip8eWFbSj","14","杭州高铁🚅 站，一男子光顾低头看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！[吃惊]😱😱 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。 太原 康忙北鼻_GOGOGO的微博视频","1609906461","2020-01-12 13:16:35    ",,"5",,"2","5057570064","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459898742702139&fromWap=1"" ]","https://weibo.com/5057570064/Ip8eWFbSj"
"IoXtuwooZ","9","杭州站一男子光顾着看手机，一脚踩空，高铁同时进站，救援都无从下手，生不如死。走路千万不要玩手机，请珍爱生命 深圳 用户5769006847刘煜的微博视频","1609906462","2020-01-11 09:52:12    ",,"35",,"1","5769006847","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459484945252365&fromWap=1"" ]","https://weibo.com/5769006847/IoXtuwooZ"
"Ip1kHgsUa","2","据说是杭州高铁站，一边玩手机，一边等车，正好车来了，一脚向前踩空被夹住了[吃惊][吃惊] 有的时候手机真是个万恶的东西，不好的习惯更也是个万恶的东西[悲伤][悲伤] 每天都有无数生死循环上演，不知道哪天就轮到我们了，终有这么一天🙏🙏 滁州 坤知美医学美容的微博视频","1609906463","2020-01-11 19:41:31    ",,"4",,"3","3715425867","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459633243258947&fromWap=1"" ]","https://weibo.com/3715425867/Ip1kHgsUa"
"Ip8Gk34G6","13","#今日车吻# 大过年买车就买车好好开车啊！郑州林肯4S店试驾车带客户试驾过程中秀车未成功，据说死两个人了。大家去试驾也好，试乘也好，一切以安全为主。其他都是扯淡！","1609906464","2020-01-12 14:24:01    ","http://wx3.sinaimg.cn/wap180/9f99331dly1gatrczpboqj20qy0rbwjr.jpg","4",,"0","2677617437",,"https://weibo.com/2677617437/Ip8Gk34G6"
"Ip2evaZFw","582","网上流传的“美军激光武器拦截伊朗导弹”。激光武器将是21世纪战争的革命性进步，以后的战争技术上的小国将被强国碾压[汗] 西安透明自媒体的微博视频","1609906466","2020-01-11 21:59:00    ",,"1678",,"453","5678690954","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459667712049155&fromWap=1"" ]","https://weibo.com/5678690954/Ip2evaZFw"
"Iptu3rj0W","2","广州南站有位乘客在站台上等车玩手机，一不小心脚挑空题了，掉在铁轨上了，刚好高铁开过来了，被夹到了，真是生不如死啊！所以说快过年了，回家的人出门的人还是，要注意安全！不要老是玩手机，变成这样，后悔一辈子，毕竟人的生命只有一次。 深圳 樊贵生5977290264的微博视频","1609906469","2020-01-14 19:21:29    ",,"15",,"2","5977290264","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460715268833307&fromWap=1"" ]","https://weibo.com/5977290264/Iptu3rj0W"
"Ipty8lciL","3","刚刚广州南站，这人光顾看手机，一脚踩空，高铁同时进站……一时救都没法救，生不如死！手机害人啊🙏🙏🙏 广州 可爱的小阿涵丫的微博视频","1609906469","2020-01-14 19:31:32    ",,"6",,"1","5564853568","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460717890273297&fromWap=1"" ]","https://weibo.com/5564853568/Ipty8lciL"
"IprjQF3gE","12","发布了头条文章：广州高铁站玩手机被夹住 http://t.cn/A6vyzNZs","1609906471","2020-01-14 13:50:51    ",,"10",,"0","1450813172",,"https://weibo.com/1450813172/IprjQF3gE"
"IprrUBsgq","0","#视频# #生活# #爱豆能量月# 杭州站..光顾看手机，一脚踩空，高铁同时进站...一时救都没法救了，生不如死。希望各位多一点防备多一点留意，走路千万不要玩手机，珍惜眼前的自己#人生# Hyland-home的微博视频","1609906471","2020-01-14 14:10:42    ",,"4",,"0","5250869750","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460636021653525&fromWap=1"" ]","https://weibo.com/5250869750/IprrUBsgq"
"Ipj5V6uqD","0","面临灾难来临时，不学佛念经怎么能躲过去，只有好好念经菩萨才会保佑你，灾难来临太可怕了！ 杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 📢 🍎 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。 用户7126603981的微博视频","1609906473","2020-01-13 16:54:33    ",,"0",,"0","7126603981","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460315979481135&fromWap=1"" ]","https://weibo.com/7126603981/Ipj5V6uqD"
"Iplqi8XO1","0","杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。 还用说呢的微博视频","1609906473","2020-01-13 22:50:14    ",,"0",,"0","5538404975","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460405506899997&fromWap=1"" ]","https://weibo.com/5538404975/Iplqi8XO1"
"IpcPa66iA","74","网传＂美军激光拦截伊朗导弹＂，激光武器在未来战场上大有用武之地，科技实力是决定现代战争胜负的关键因素。 #美伊冲突# 虾米弹琴的微博视频","1609906473","2020-01-13 00:56:47    ",,"156",,"17","5191307632","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460074723115021&fromWap=1"" ]","https://weibo.com/5191307632/IpcPa66iA"
"IptoezsNI","0","🐉 杭州站，光顾看手机，一脚踩空，高铁同时进站…一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，不管走路还是开车，千万不要玩手机📱 珍惜眼前的自己。 亳州 安徽苏晓松的微博视频","1609906474","2020-01-14 19:07:09    ",,"0",,"0","3476967093","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460711741423631&fromWap=1"" ]","https://weibo.com/3476967093/IptoezsNI"
"IoSEzfDzd","0","杭州东站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！希望各位多一点防备，多一点留意，走路千万不要玩手机，珍惜眼前的自己！ 第一球迷胖哥的微博视频","1609906475","2020-01-10 21:35:45    ",,"10",,"7","1263692934","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459299418865686&fromWap=1"" ]","https://weibo.com/1263692934/IoSEzfDzd"
"IpinJ1dGL","0","警戒走路千万别玩手机，杭州站，一位男子光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 且行其珍惜。 SunnySkyFly的微博视频","1609906476","2020-01-13 15:05:40    ",,"0",,"0","5767922061","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460288586481679&fromWap=1"" ]","https://weibo.com/5767922061/IpinJ1dGL"
"IpjnxwwAp","0","面临灾难来临时，不学佛念经怎么能躲过去，只有好好念经菩萨才会保佑你，灾难来临太可怕了！ 杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 📢 🍎 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。 用户7126603981的微博视频","1609906476","2020-01-13 17:37:58    ",,"0",,"0","6927409280","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460315979481135&fromWap=1"" ]","https://weibo.com/6927409280/IpjnxwwAp"
"IoSGc3Klt","5","%#杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。#% 南昌 用户3739079702的微博视频","1609906477","2020-01-10 21:39:45    ",,"4",,"0","3739079702","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459300601397273&fromWap=1"" ]","https://weibo.com/3739079702/IoSGc3Klt"
"Ip1vwjTrU","0","我上传了一个视频 杭州站，一个旅客光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，太可怕了！ 大家走路🚶 千万不要玩手机📱 安全第一！请戴好佛牌🙏关键时刻真的会保佑你🙏 http://t.cn/Ais1pKLJ","1609906480","2020-01-11 20:08:11    ","http://wx4.sinaimg.cn/wap180/0073K29lly1gasvotjuesj30680d3t8r.jpg","0",,"0","6468230187",,"https://weibo.com/6468230187/Ip1vwjTrU"
"Ipoyw1TRS","0","杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。 用户6978733049的微博视频","1609906480","2020-01-14 06:48:44    ",,"0",,"0","6978733049","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460525921435650&fromWap=1"" ]","https://weibo.com/6978733049/Ipoyw1TRS"
"IpeN6vZYI","0","杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶千万不要玩手机📱珍惜眼前的自己。 鲁冰花333的微博视频","1609906481","2020-01-13 05:57:13    ",,"0",,"0","3264104060","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460150581297155&fromWap=1"" ]","https://weibo.com/3264104060/IpeN6vZYI"
"IpgKsBIdc","0","杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 📢 🍎 希望各位走路🚶 千万不要玩手机📱 危险无处不在，珍惜眼前的自己。 广州 优雅xixi的微博视频","1609906482","2020-01-13 10:56:12    ",,"0",,"0","6431332356","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460225814790148&fromWap=1"" ]","https://weibo.com/6431332356/IpgKsBIdc"
"IoYJAbJJL","1","杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。 衡水 用户3886955353的微博视频","1609906483","2020-01-11 13:04:34    ",,"0",,"0","3886955353","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4459533330743331&fromWap=1"" ]","https://weibo.com/3886955353/IoYJAbJJL"
"IphrHBzpO","0","杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。 Never-com的微博视频","1609906483","2020-01-13 12:42:44    ",,"10",,"0","6312341144","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460252632907783&fromWap=1"" ]","https://weibo.com/6312341144/IphrHBzpO"
"Ipldn1hI7","0","我滴天！看到了 手一直抖[泪]太吓人了 杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。#轻萃乳胶内衣# #杭州高铁站##考拉或将被列为濒危物种# 轻萃乳胶内衣-秤子的微博视频","1609906484","2020-01-13 22:18:24    ",,"3",,"1","7308910140","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460397500235790&fromWap=1"" ]","https://weibo.com/7308910140/Ipldn1hI7"
"IprnBwp0m","0","广州南站，一乘客在站台候车时光顾着玩手机，一脚踏空，高铁同时进站……一时救都没法救，生不如死。在外面要注意安全，不要只盯着手机 贝贝18944的微博视频","1609906485","2020-01-14 14:00:06    ",,"0",,"0","7371085165","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460634448789535&fromWap=1"" ]","https://weibo.com/7371085165/IprnBwp0m"
"IpBU17ofX","34","据说：射向美军基地的伊朗导弹都被激光武器摧毁了……[傻眼][傻眼] 武大口腔彭彬的微博视频","1609906487","2020-01-15 16:47:24    ",,"45",,"12","2727988052","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4461038892941317&fromWap=1"" ]","https://weibo.com/2727988052/IpBU17ofX"
"IpsOrtDNK","0","广州南站一乘客在站台候车顾着玩手机，一脚踏空，动车同时进站……一时救都没法救，生不如死。 更有很多中介公司业务员在开车途中经常看工作群，因他们的老大经常查岗，工作群回复慢了就被罚款，这样风险系数极其大，对自己对他人生命是极其不负责任，你们老大不顾你们死活，你也不用太搭理他们，一个不为自己员工生命安全着想的空壳子公司更不会为大家所尊重，一出事他们会撇得一干二净，而且他们也承担不起，也不法承担，开车过程手机全部关机，君在外，将令有所不受，公司老大他们做的好，我们拥护之，反之他们做不好，直接扳倒他们，不用对他们太客气         大家开心回家过年，路上请尽量少玩手机。 善良的诚信商人的微博视频","1609906487","2020-01-14 17:38:58    ",,"1",,"0","6383237622","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460689524195365&fromWap=1"" ]","https://weibo.com/6383237622/IpsOrtDNK"
"IpsVZvMNi","25","广州南站，一乘客在站台候车时光顾着玩手机，一脚踏空，高铁同时进站……一时救都没法救，生不如死！[悲伤][悲伤]回家过年路上尽量不要玩手机！大家出行注意安全[心]且行且珍惜 黄冈·黄梅县 浩待明月76769的微博视频","1609906488","2020-01-14 17:57:34    ",,"19",,"1","6008903172","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460694238855170&fromWap=1"" ]","https://weibo.com/6008903172/IpsVZvMNi"
"IptAchAbS","0","玩手机太可怕了，广州南站，一乘客在站台候车时光顾着玩手机，一脚踏空，高铁同时进站……一时救都没法救，生不如死！大家开心回家过年路上尽量不要玩那么多手机！ 黔东南苗族侗族自治州·从江县 用户7367366072的微博视频","1609906488","2020-01-14 19:36:36    ",,"1",,"0","7367366072","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4460719144370221&fromWap=1"" ]","https://weibo.com/7367366072/IptAchAbS"
"IpEcmyHqX","57","杭州站，光顾看手机，一脚踩空，高铁同时进站……一时救都没法救了，生不如死啊！ 希望各位多一点防备多一点留意，走路🚶 千万不要玩手机📱 珍惜眼前的自己。#春节聚会夺命三连问# 小练哥135的微博视频","1609906489","2020-01-15 22:38:07    ",,"53",,"35","6579478557","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4461127233372167&fromWap=1"" ]","https://weibo.com/6579478557/IpEcmyHqX"
"IpLIVbfWb","1","广州南站，一乘客在站台候车时光顾着玩手机，一脚踏空，高铁同时进站……一时救都没法救，生不如死！[哈哈][哈哈][哈哈]大家开心回家过年路上尽量不要玩那么多手机！ 吕梁·文水县 野1314狼的微博视频","1609906490","2020-01-16 17:47:33    ",,"4",,"3","5677650450","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4461416501936141&fromWap=1"" ]","https://weibo.com/5677650450/IpLIVbfWb"
"Iq2e10ns5","34","中国南方航空公司波音747客机，满载450名乘客。因发动机被一架无人直升机撞击后导致一个引擎起火，由于飞行员水平高超，沉着应对将飞机安全降落停在京通快速公路八里桥收费站前，确保了本次航班所有人员安全降落。受到国家奖励5780万元人民币。CG还原这段情景视频，让我们向这位飞行员致以崇高的敬礼！，老视频值得一看，为飞行只高超技术点贊！，， 用户6084604918的微博视频","1609906491","2020-01-18 11:48:06    ",,"229",,"11","6084604918","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4462050437431313&fromWap=1"" ]","https://weibo.com/6084604918/Iq2e10ns5"
"Iqb818UDx","5","海南省升格为中央特别行政区，副国级，此次广东省副省长何忠友（已是正部级）调任海口市委书记，即是升格的提前预热安排。此行政升格变化，明年两会后的四月份宣布，同时宣布：海南自贸区过渡期结束，海南自由港开始实施，2025年全面建成…http://t.cn/A6vlTsxp","1609906491","2020-01-19 10:28:02    ",,"2",,"1","3104507230",,"https://weibo.com/3104507230/Iqb818UDx"
"Iq4kyeCRU","10","海南省升格为中央特别行政区，副国级，此次广东省副省长何忠友（已是正部级）调任海口市委书记，即是升格的提前预热安排。  此行政升格变化，明年两会后的四月份宣布，同时宣布：海南自贸区过渡期结束，海南自由港开始实施，2025年全面建成。         四大政策，企业所得税百分之二十五减到百分之十，岛内所有商品零关税，货币自由兑换，银行总部设在海南零关税，2021年封岛。 海南，做为中央行政区，将建设世界最大自由港，比港澳还自由！比新加坡更开放！比国内任何行政区更优惠！地方立法权完全独立！聚世界一流英才！汇世界一流产品！开放所有市场！吸纳国际资金！鼓舞国际及港澳台人士投资创业！鼓励大学生及硕博生自主创业！所有进口产品零关税！这应该是拉动经济的有力杠杆！扩大开放的利好信息！海南将成为中国的耀眼明珠！将成为放眼世界的最大亮点！ 札西拉姆-兰的微博视频","1609906493","2020-01-18 17:09:42    ",,"11",,"2","1928744572","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4462131752402953&fromWap=1"" ]","https://weibo.com/1928744572/Iq4kyeCRU"
"IqNk34Ppx","5","今天下午五点~九点，大家千万不要出门，全市转运发热病人到定点医院。切记切记。以免造成感染。 中部战区空军今天会在武汉上空开始播撒消毒粉液，请大家不要出门 也不要买外面放的东西 ，如果买了拿回家 多洗多泡，坑多，自己保护自己，不添乱。 取消外出行程。","1609906493","2020-01-23 11:42:04    ",,"1",,"0","2147628052",,"https://weibo.com/2147628052/IqNk34Ppx"
"IpMREzpOH","0","传为美激光拦截伊朗导弹的视频 何新老家伙的微博视频","1609906493","2020-01-16 20:41:49    ",,"109",,"110","1265708323","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4461460294664197&fromWap=1"" ]","https://weibo.com/1265708323/IpMREzpOH"
"IqNpk8Kit","16","今天下午五点~九点，大家千万不要出门，全市转运发热病人到定点医院。切记切记。以免造成感染。 中部战区空军今天会在武汉上空开始播撒消毒粉液，请大家不要出门 也不要买外面放的东西 ，如果买了拿回家 多洗多泡😄 武汉·楚河汉街","1609906494","2020-01-23 11:55:04    ",,"19",,"0","1845863507",,"https://weibo.com/1845863507/IqNpk8Kit"
"IqNnEpRY0","4","说是今天要在武汉上空撒消毒粉液之后还要运转发热患者到定点医院。","1609906495","2020-01-23 11:50:57    ","http://wx3.sinaimg.cn/wap180/c9ca0ce8ly1gb6cp2kr1ej20u01t0aec.jpg","0",,"0","3385461992",,"https://weibo.com/3385461992/IqNnEpRY0"
"IqPXXCzEH","235","周杰伦福州演唱会，给自己整了个隔离舱，这是cos天龙人吗这是要，挺惜命的整挺好，就是不知歌迷有啥装备","1609906496","2020-01-23 18:25:54    ","http://wx3.sinaimg.cn/wap180/a3f9d9d2ly1gb6o631rigj20u0140tci.jpg","522",,"152","2751060434",,"https://weibo.com/2751060434/IqPXXCzEH"
"IqQFfxCEH","32","周杰伦去福州自备隔离仓。","1609906496","2020-01-23 20:12:33    ","http://wx4.sinaimg.cn/wap180/006TKzc8gy1gb6r8r7zm6j30a90m83zp.jpg","133",,"1","6320593852",,"https://weibo.com/6320593852/IqQFfxCEH"
"IqV15ahlk","138","网友爆料：湖北省襄阳市当地疑似感染的病人把唾沫吐在电梯按钮上！[衰] 大家务必要注意！#全国确诊新型肺炎病例#","1609906497","2020-01-24 07:17:19    ","http://wx3.sinaimg.cn/wap180/cff2ad5fgy1gb7ado6jqrj20k017cjtb.jpg","800",,"71","3488787807",,"https://weibo.com/3488787807/IqV15ahlk"
"Ir6Hn4oOJ","4","截止1月25日00:00 湖北省最后一座城市襄阳“封城”！ 至此，整个湖北省宣告“封省”！ 前所未有的严峻挑战。 愿所有人，所有一线战士平安🙏🙏🙏 滕州市","1609906499","2020-01-25 13:01:43    ","http://wx3.sinaimg.cn/wap180/006forMuly1gb8q19pnv5j30rs0k1tce.jpg","15",,"0","5724268698",,"https://weibo.com/5724268698/Ir6Hn4oOJ"
"Ir66eyaps","21","#全国确诊新型肺炎病例#湖北坚持到最后的一个城市襄阳，今晨0点封城。 整个湖北所有城市封城完毕，无公交，无地铁，不能上国道。不进不出。 相信国家，加油湖北省！加油武汉！🙏🙏🙏🙏🙏🙏 封一省护一国 十堰·郧西县","1609906500","2020-01-25 11:30:14    ",,"57",,"0","5680709754",,"https://weibo.com/5680709754/Ir66eyaps"
"Ir6fNmSMd","1","今天凌晨襄阳宣布封城，整个湖北省封省了！新年第一天，愿亲人朋友能平安！愿战斗在一线的医护人员平安！愿那些素不相识的人们都能平安！[心][心][心]","1609906500","2020-01-25 11:53:46    ","http://wx2.sinaimg.cn/wap180/8442994dly1gb8o2e77syj22c0340b2a.jpg","17",,"0","2218957133",,"https://weibo.com/2218957133/Ir6fNmSMd"
