"_id","id","prob","topic"
"6039b629656c0000f9013b09","zt4HSvvme","0.891914","社会时事"
"6039b629656c0000f9013b0a","Exdn1su5v","0.87796","社会时事"
"6039b629656c0000f9013b0b","A3wrLwMCF","0.793937","国际"
"6039b629656c0000f9013b0c","B6Zc83Fi3","0.77531","社会时事"
"6039b629656c0000f9013b0d","BELIe2CIq","0.847613","社会时事"
"6039b629656c0000f9013b0e","CpBzO4mWQ","0.819172","社会时事"
"6039b629656c0000f9013b0f","EAEDGFJyF","0.903115","母婴育儿"
"6039b629656c0000f9013b10","CetUPd2Dw","0.865609","军事"
"6039b629656c0000f9013b11","BeqoIzI8p","0.806348","科技"
"6039b629656c0000f9013b12","Bhuf8mSnv","0.654973","国际"
"6039b629656c0000f9013b13","ywtcz4z2H","0.783604","娱乐"
"6039b629656c0000f9013b14","B732bh2Xc","0.820959","社会时事"
"6039b629656c0000f9013b15","C7R6vqIRQ","0.877643","社会时事"
"6039b629656c0000f9013b16","Btly3yKqV","0.84005","社会时事"
"6039b629656c0000f9013b17","CojFTl6Xl","0.830534","社会时事"
"6039b629656c0000f9013b18","AAYQxqP6Q","0.5","社会时事"
"6039b629656c0000f9013b19","BBPY8tAjJ","0.904953","国际"
"6039b629656c0000f9013b1a","C8DQdxkQp","0.879967","社会时事"
"6039b629656c0000f9013b1b","CdhB4mPNr","0.817905","母婴育儿"
"6039b629656c0000f9013b1c","BgMItgs22","0.899106","社会时事"
"6039b629656c0000f9013b1d","C3ZrxgZz7","0.861347","社会时事"
"6039b629656c0000f9013b1e","yCpJ4A7EH","0.806622","国际"
"6039b629656c0000f9013b1f","F9cQxk8rL","0.837204","社会时事"
"6039b629656c0000f9013b20","Ce95S9eQc","0.877181","社会时事"
"6039b629656c0000f9013b21","zocYDEnk6","0.819269","社会时事"
"6039b629656c0000f9013b22","AvNqqrZNe","0.817156","社会时事"
"6039b629656c0000f9013b23","ysGHJbrVc","0.794236","社会时事"
"6039b629656c0000f9013b24","Ce2faysY7","0.867715","社会时事"
"6039b629656c0000f9013b25","z8c74uPvK","0.815195","社会时事"
"6039b629656c0000f9013b26","AweArA78X","0.827262","国际"
"6039b629656c0000f9013b27","Cug1278xh","0.814739","社会时事"
"6039b629656c0000f9013b28","yFWcMxzpm","0.890779","社会时事"
"6039b629656c0000f9013b29","Iq2e10ns5","0.744","社会时事"
"6039b629656c0000f9013b2a","EuI5RC5GZ","0.834494","社会时事"
"6039b629656c0000f9013b2b","CvNYh3ZlX","0.855019","社会时事"
"6039b629656c0000f9013b2c","Cw3suqwbI","0.88009","社会时事"
"6039b629656c0000f9013b2d","zn9Xavi3s","0.821175","娱乐"
"6039b629656c0000f9013b2e","znJGhxkD7","0.80262","母婴育儿"
"6039b629656c0000f9013b2f","DpiapwHtR","0.879245","社会时事"
"6039b629656c0000f9013b30","IzMqL18zI","0.842817","社会时事"
"6039b629656c0000f9013b31","I1yLyzrSI","0.876596","社会时事"
"6039b629656c0000f9013b32","yvCRl2nxe","0.837542","娱乐"
"6039b629656c0000f9013b33","BkHxcawkT","0.862543","社会时事"
"6039b629656c0000f9013b34","IxQNdry8P","0.843506","国际"
"6039b629656c0000f9013b35","C3Zx1nNi6","0.857143","社会时事"
"6039b629656c0000f9013b36","CgCytqXZn","0.884063","母婴育儿"
"6039b629656c0000f9013b37","EDnA69nt3","0.818296","社会时事"
"6039b629656c0000f9013b38","Hq3t1wmWR","0.621759","社会时事"
"6039b629656c0000f9013b39","AmugGzBtJ","0.906837","社会时事"
"6039b629656c0000f9013b3a","E9MXAySHy","0.849832","社会时事"
"6039b629656c0000f9013b3b","Cuf5t8QGg","0.825148","社会时事"
"6039b629656c0000f9013b3c","C5YHi1WTS","0.868955","社会时事"
"6039b629656c0000f9013b3d","zz5Id6WHs","0.876625","社会时事"
"6039b629656c0000f9013b3e","BERly8c3u","0.875363","母婴育儿"
"6039b629656c0000f9013b3f","BEEmnlG42","0.878197","社会时事"
"6039b629656c0000f9013b40","BseU82ayH","0.891272","社会时事"
"6039b629656c0000f9013b41","Com7TveHd","0.754068","社会时事"
"6039b629656c0000f9013b42","z7pgr33Ud","0.892084","娱乐"
"6039b629656c0000f9013b43","yrQWNfJZ9","0.862315","国际"
"6039b629656c0000f9013b44","BBKzV8F8L","0.852343","社会时事"
"6039b629656c0000f9013b45","CcuM6AV2q","0.873579","社会时事"
"6039b629656c0000f9013b46","IhrmG6p74","0.858747","军事"
"6039b629656c0000f9013b47","C0Cikc2l2","0.947579","娱乐"
"6039b629656c0000f9013b48","Ch4u036DJ","0.901842","母婴育儿"
"6039b629656c0000f9013b49","ze1hagA7A","0.799054","常识"
"6039b629656c0000f9013b4a","z9sUr8NH7","0.9141","社会时事"
"6039b629656c0000f9013b4b","CabdecwRy","0.817936","社会时事"
"6039b629656c0000f9013b4c","EBpU7e0mN","0.876237","社会时事"
"6039b629656c0000f9013b4d","Cl0ywzx1V","0.758481","教育"
"6039b629656c0000f9013b4e","A3mSFlnmU","0.790309","常识"
"6039b629656c0000f9013b4f","zwet75SwK","0.784913","常识"
"6039b629656c0000f9013b50","BDIZSqPao","0.878982","社会时事"
"6039b629656c0000f9013b51","zneLPw8Om","0.868817","社会时事"
"6039b629656c0000f9013b52","CdTD8F06c","0.878177","社会时事"
"6039b629656c0000f9013b53","IxkP9EgF5","0.840031","社会时事"
"6039b629656c0000f9013b54","CcbsbAZ1F","0.877727","母婴育儿"
"6039b629656c0000f9013b55","CeDogEGPH","0.870473","社会时事"
"6039b629656c0000f9013b56","F90d5s98r","0.846975","社会时事"
"6039b629656c0000f9013b57","zibmEjxtR","0.916904","社会时事"
"6039b629656c0000f9013b58","zkP7kC2NW","0.862498","社会时事"
"6039b629656c0000f9013b59","zcSxqk7y1","0.792189","常识"
"6039b629656c0000f9013b5a","BENKwz0k9","0.832417","社会时事"
"6039b629656c0000f9013b5b","zwX7ahnGZ","0.867354","社会时事"
"6039b629656c0000f9013b5c","G5nTlpgiV","0.821075","社会时事"
"6039b629656c0000f9013b5d","Bek3a37iU","0.812183","社会时事"
"6039b629656c0000f9013b5e","IEtkApmJf","0.873584","社会时事"
"6039b629656c0000f9013b5f","CvW2gf8M3","0.843902","社会时事"
"6039b629656c0000f9013b60","B8DoB9iAN","0.881883","社会时事"
"6039b629656c0000f9013b61","AmD2jB2D9","0.887865","社会时事"
"6039b629656c0000f9013b62","CdTeN1GHh","0.840797","社会时事"
"6039b629656c0000f9013b63","ADzhL6A1l","0.823491","教育"
"6039b629656c0000f9013b64","CqTvF4NiH","0.870525","社会时事"
"6039b629656c0000f9013b65","CouqNhV79","0.842258","社会时事"
"6039b629656c0000f9013b66","GEUHVrCQf","0.919325","社会时事"
"6039b629656c0000f9013b67","IcOlS3lxq","0.854547","社会时事"
"6039b629656c0000f9013b68","BnkalATRO","0.83939","社会时事"
"6039b629656c0000f9013b69","Gs3tHBASY","0.83307","社会时事"
"6039b629656c0000f9013b6a","CA2i4uxx4","0.792222","母婴育儿"
"6039b629656c0000f9013b6b","C20xomeqM","0.879828","社会时事"
"6039b629656c0000f9013b6c","HB955rwt5","0.85167","社会时事"
"6039b629656c0000f9013b6d","AqB6NiyUq","0.884006","常识"
"6039b629656c0000f9013b6e","zxINADYgD","0.859844","社会时事"
"6039b629656c0000f9013b6f","E84zDn5U7","0.856897","社会时事"
"6039b629656c0000f9013b70","FdeC662Ix","0.887166","社会时事"
"6039b629656c0000f9013b71","CugeypAUU","0.841796","社会时事"
"6039b629656c0000f9013b72","yqBavqPc6","0.83577","历史文化"
"6039b629656c0000f9013b73","zt4vLBsB0","0.905","科技"
"6039b629656c0000f9013b74","BnHSR0p54","0.885936","社会时事"
"6039b629656c0000f9013b75","CdXDinjrN","0.88064","社会时事"
"6039b629656c0000f9013b76","zt8ajytKq","0.897393","社会时事"
"6039b629656c0000f9013b77","zwXBmbT76","0.908221","常识"
"6039b629656c0000f9013b78","CiyBBv7C6","0.835984","母婴育儿"
"6039b629656c0000f9013b79","znGUBjzea","0.879456","社会时事"
"6039b629656c0000f9013b7a","zt9SYpv0D","0.905","科技"
"6039b629656c0000f9013b7b","zta5yugIi","0.878835","社会时事"
"6039b629656c0000f9013b7c","IzwVo9XjU","0.845001","国际"
"6039b629656c0000f9013b7d","yvXFguct1","0.845143","社会时事"
"6039b629656c0000f9013b7e","HCm2vADdo","0.845361","社会时事"
"6039b629656c0000f9013b7f","CvUnIqQXK","0.799552","娱乐"
"6039b629656c0000f9013b80","zdWjimdhr","0.8306","国际"
"6039b629656c0000f9013b81","A34GT69oA","0.910869","社会时事"
"6039b629656c0000f9013b82","Dzph8aaEl","0.880343","母婴育儿"
"6039b629656c0000f9013b83","DEOBgeUdO","0.843717","社会时事"
"6039b629656c0000f9013b84","z2zupacNw","0.81618","社会时事"
"6039b629656c0000f9013b85","zfvbNBwrV","0.824248","社会时事"
"6039b629656c0000f9013b86","zmlZpx51h","0.826136","社会时事"
"6039b629656c0000f9013b87","BCXyymQAd","0.88169","社会时事"
"6039b629656c0000f9013b88","Cwu85uop7","0.817223","社会时事"
"6039b629656c0000f9013b89","BlZt5xndi","0.855619","社会时事"
"6039b629656c0000f9013b8a","HF8qSnk0w","0.815373","社会时事"
"6039b629656c0000f9013b8b","BnuWhDz9D","0.847511","社会时事"
"6039b629656c0000f9013b8c","ylomdCc2Y","0.861378","娱乐"
"6039b629656c0000f9013b8d","F3xJuDnkG","0.909117","社会时事"
"6039b629656c0000f9013b8e","Ci6KwyaiV","0.839792","母婴育儿"
"6039b629656c0000f9013b8f","GmpRNc95i","0.838662","社会时事"
"6039b629656c0000f9013b90","B9s917oAF","0.861037","教育"
"6039b629656c0000f9013b91","IjDKYcsjF","0.779276","国际"
"6039b629656c0000f9013b92","ytv933hMK","0.860935","社会时事"
"6039b629656c0000f9013b93","zmENyevfb","0.790903","国际"
"6039b629656c0000f9013b94","GnFzRu9WE","0.816736","社会时事"
"6039b629656c0000f9013b95","GtvR7mD5O","0.862077","社会时事"
"6039b629656c0000f9013b96","AlkdsD0T0","0.5","社会时事"
"6039b629656c0000f9013b97","CdZ6ndeGD","0.870818","社会时事"
"6039b629656c0000f9013b98","DvtI7qUQB","0.928521","教育"
"6039b629656c0000f9013b99","Ce2kjFJKL","0.872922","社会时事"
"6039b629656c0000f9013b9a","CvIT5zij2","0.821057","社会时事"
"6039b629656c0000f9013b9b","yBr9KyJ2u","0.861191","历史文化"
"6039b629656c0000f9013b9c","zkWrCmOJp","0.839252","社会时事"
"6039b629656c0000f9013b9d","yCq0oaGeI","0.863747","社会时事"
"6039b629656c0000f9013b9e","z9yzrxmeJ","0.905874","社会时事"
"6039b629656c0000f9013b9f","zdfVDxBM0","0.856002","国际"
"6039b629656c0000f9013ba0","CchUt5z8r","0.859737","社会时事"
"6039b629656c0000f9013ba1","Ch2Bik9Sj","0.801497","娱乐"
"6039b629656c0000f9013ba2","CgMwpoUQ6","0.827128","社会时事"
"6039b629656c0000f9013ba3","CpUfwmoOM","0.820984","社会时事"
"6039b629656c0000f9013ba4","ChZ81t5Ko","0.86486","母婴育儿"
"6039b629656c0000f9013ba5","F4pMhjJil","0.836917","社会时事"
"6039b629656c0000f9013ba6","JjIcEqdzs","0.821085","社会时事"
"6039b629656c0000f9013ba7","zt9n4DPoC","0.880489","社会时事"
"6039b629656c0000f9013ba8","CbKRb8Cgv","0.834428","社会时事"
"6039b629656c0000f9013ba9","By2zm5knh","0.685246","社会时事"
"6039b629656c0000f9013baa","A5shyvpxQ","0.876367","社会时事"
"6039b629656c0000f9013bab","D1h0LzLhY","0.841872","社会时事"
"6039b629656c0000f9013bac","ABoYFeB37","0.776657","娱乐"
"6039b629656c0000f9013bad","zeh9oB6Ho","0.873193","娱乐"
"6039b629656c0000f9013bae","A2Kw2huVE","0.865881","社会时事"
"6039b629656c0000f9013baf","FpoxraEKn","0.847887","社会时事"
"6039b629656c0000f9013bb0","A3CgXpEr7","0.775132","国际"
"6039b629656c0000f9013bb1","zsnRHa1Bd","0.761696","社会时事"
"6039b629656c0000f9013bb2","ED18W8AyI","0.914947","社会时事"
"6039b629656c0000f9013bb3","CgMvnB2Yp","0.813165","社会时事"
"6039b629656c0000f9013bb4","CkdLA7pVE","0.801154","社会时事"
"6039b629656c0000f9013bb5","CjaTmyQrq","0.840467","母婴育儿"
"6039b629656c0000f9013bb6","ArFLvdCXD","0.899301","社会时事"
"6039b629656c0000f9013bb7","C49W0DTC6","0.844668","社会时事"
"6039b629656c0000f9013bb8","JhNyBu66C","0.844522","社会时事"
"6039b629656c0000f9013bb9","CdYM2lFjG","0.893084","社会时事"
"6039b629656c0000f9013bba","Csh86xXqn","0.833579","社会时事"
"6039b629656c0000f9013bbb","DCrPqqw6f","0.845607","社会时事"
"6039b629656c0000f9013bbc","EDJbr45Y7","0.877747","社会时事"
"6039b629656c0000f9013bbd","Ce7gwtUuI","0.846995","社会时事"
"6039b629656c0000f9013bbe","zjakrEaF6","0.74967","社会时事"
"6039b629656c0000f9013bbf","CdYjh4fWW","0.861769","社会时事"
"6039b629656c0000f9013bc0","zxTYn64id","0.794128","历史文化"
"6039b629656c0000f9013bc1","J1pfMFtOG","0.799416","军事"
"6039b629656c0000f9013bc2","BDT3Td70n","0.800818","社会时事"
"6039b629656c0000f9013bc3","CFywybgWG","0.791552","母婴育儿"
"6039b629656c0000f9013bc4","Cou4un74M","0.808633","社会时事"
"6039b629656c0000f9013bc5","zmJEl2xFW","0.813806","社会时事"
"6039b629656c0000f9013bc6","Bnjmn6iyP","0.821389","社会时事"
"6039b629656c0000f9013bc7","CaVB0lvuJ","0.80467","社会时事"
"6039b629656c0000f9013bc8","GgPtB5VCB","0.836791","社会时事"
"6039b629656c0000f9013bc9","z9hztxp7F","0.9141","社会时事"
"6039b629656c0000f9013bca","zy19T7SVt","0.834131","社会时事"
"6039b629656c0000f9013bcb","A5K0r0uTk","0.868796","社会时事"
"6039b629656c0000f9013bcc","CvOgP9ali","0.867196","国际"
"6039b629656c0000f9013bcd","zdoZGBOT9","0.820991","社会时事"
"6039b629656c0000f9013bce","yoaRE3H87","0.912502","社会时事"
"6039b629656c0000f9013bcf","CvKrT53Dk","0.827711","社会时事"
"6039b629656c0000f9013bd0","GnAQZdbP1","0.852873","社会时事"
"6039b629656c0000f9013bd1","zqpQRoUfE","0.905","科技"
"6039b629656c0000f9013bd2","Ji17a26JI","0.859635","国际"
"6039b629656c0000f9013bd3","DB9GpzNdC","0.8295","社会时事"
"6039b629656c0000f9013bd4","GnETmfhZO","0.813491","母婴育儿"
"6039b629656c0000f9013bd5","FabaQuRkX","0.846619","社会时事"
"6039b629656c0000f9013bd6","z4KDomZR9","0.894809","社会时事"
"6039b629656c0000f9013bd7","Coi9WCqpC","0.824577","社会时事"
"6039b629656c0000f9013bd8","C8o7C6oyM","0.868189","社会时事"
"6039b629656c0000f9013bd9","A02yOjSoy","0.883024","社会时事"
"6039b629656c0000f9013bda","EA2HC5jax","0.850499","社会时事"
"6039b629656c0000f9013bdb","CotNgaOpu","0.840866","社会时事"
"6039b629656c0000f9013bdc","CmHRT7Q19","0.871744","社会时事"
"6039b629656c0000f9013bdd","DBwUuCNr2","0.811449","社会时事"
"6039b629656c0000f9013bde","B6XVIBAhS","0.741577","教育"
"6039b629656c0000f9013bdf","yCrVxaFar","0.843948","社会时事"
"6039b629656c0000f9013be0","yAuoT3Rxy","0.832424","娱乐"
"6039b629656c0000f9013be1","D1hdbihVh","0.814224","社会时事"
"6039b629656c0000f9013be2","Aszphy44q","0.822494","国际"
"6039b629656c0000f9013be3","Ihc5WoyYt","0.835709","教育"
"6039b629656c0000f9013be4","C2U3ZDliU","0.890424","社会时事"
"6039b629656c0000f9013be5","ywdDGame4","0.843051","社会时事"
"6039b629656c0000f9013be6","CaWs42Qj8","0.828813","社会时事"
"6039b629656c0000f9013be7","GzC5GAX7O","0.849917","娱乐"
"6039b629656c0000f9013be8","z4iqIxgiX","0.841922","社会时事"
"6039b629656c0000f9013be9","yxBO2mMrZ","0.814252","社会时事"
"6039b629656c0000f9013bea","BsWeF2v1f","0.853451","社会时事"
"6039b629656c0000f9013beb","Aj4MKyPWE","0.821019","社会时事"
"6039b629656c0000f9013bec","CbVUjAK8h","0.846162","常识"
"6039b629656c0000f9013bed","A5K31psN1","0.857531","社会时事"
"6039b629656c0000f9013bee","F8PqulsGf","0.835458","教育"
"6039b629656c0000f9013bef","zcUSUsR0G","0.841864","常识"
"6039b629656c0000f9013bf0","znJS66jws","0.833449","社会时事"
"6039b629656c0000f9013bf1","z0SVhby99","0.812342","社会时事"
"6039b629656c0000f9013bf2","C3xB5Eunc","0.888636","社会时事"
"6039b629656c0000f9013bf3","BEbo6c2hM","0.848426","社会时事"
"6039b629656c0000f9013bf4","DkF7wzOef","0.812887","社会时事"
"6039b629656c0000f9013bf5","Ca5q6eWLb","0.859922","社会时事"
"6039b629656c0000f9013bf6","zF9PRvgfe","0.798052","情感"
"6039b629656c0000f9013bf7","C4eGWwB1f","0.865062","社会时事"
"6039b629656c0000f9013bf8","zmO3sdWTi","0.801508","社会时事"
"6039b629656c0000f9013bf9","zvi4Togh4","0.874476","教育"
"6039b629656c0000f9013bfa","DvnWmm7SG","0.899075","教育"
"6039b629656c0000f9013bfb","Cl2iU4qbe","0.737394","教育"
"6039b629656c0000f9013bfc","B6RWOeVCt","0.828266","社会时事"
"6039b629656c0000f9013bfd","E2yR4iEHY","0.873741","社会时事"
"6039b629656c0000f9013bfe","A5Zk1qtDl","0.784606","社会时事"
"6039b629656c0000f9013bff","CbGppk7MJ","0.855345","教育"
"6039b629656c0000f9013c00","JgsTQB6Sw","0.710202","社会时事"
"6039b629656c0000f9013c01","xkVwQ6iCK","0.83214","社会时事"
"6039b629656c0000f9013c02","FgTeIbbGP","0.909117","社会时事"
"6039b629656c0000f9013c03","DFvjVx6PE","0.79427","社会时事"
"6039b629656c0000f9013c04","C3ZBeCs5X","0.886944","社会时事"
"6039b629656c0000f9013c05","zoMPvsbwP","0.837871","社会时事"
"6039b629656c0000f9013c06","E9ITpubKj","0.895446","社会时事"
"6039b629656c0000f9013c07","Amwqg2Sk2","0.899146","社会时事"
"6039b629656c0000f9013c08","AAMAnCdKg","0.787813","国际"
"6039b629656c0000f9013c09","CgIYZ0jC7","0.87415","母婴育儿"
"6039b629656c0000f9013c0a","AAOxAirp5","0.832409","社会时事"
"6039b629656c0000f9013c0b","EwTGYuqhV","0.857733","社会时事"
"6039b629656c0000f9013c0c","Gmjd2CRM6","0.896055","社会时事"
"6039b629656c0000f9013c0d","CoeglgTHB","0.768894","社会时事"
"6039b629656c0000f9013c0e","ChKnS3M55","0.831099","社会时事"
"6039b629656c0000f9013c0f","CvLIcATXC","0.865012","社会时事"
"6039b629656c0000f9013c10","Ds2N21c5p","0.867056","社会时事"
"6039b629656c0000f9013c11","BF6gyDLcU","0.833103","社会时事"
"6039b629656c0000f9013c12","yn63hEEcl","0.85737","社会时事"
"6039b629656c0000f9013c13","zqVmtEDAW","0.867558","社会时事"
"6039b629656c0000f9013c14","zA839eStb","0.738426","社会时事"
"6039b629656c0000f9013c15","HlkGQfm6n","0.85663","社会时事"
